City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,ust'-ilimsk,58.0006,102.6619,5.95,85,0,1.97,RU,1686510233
363,melrose,42.4584,-71.0662,30.26,46,75,8.23,US,1686510233
364,sinop,41.7711,34.8709,14.73,89,100,1.7,TR,1686510233
365,timimoun,29.2639,0.231,41.21,7,0,3.09,DZ,1686510233
366,leiyang,26.4024,112.8591,24.89,73,96,1.09,CN,1686510233
367,bogale,16.2833,95.4,26.62,85,100,3.05,MM,1686510233
368,farafangana,-22.8167,47.8333,21.55,84,3,1.57,MG,1686510233
369,tikamgarh,24.745,78.8333,35.12,24,9,2.35,IN,1686510234
370,south hedland,-20.4089,118.5983,17.96,88,0,2.57,AU,1686510234
371,badiyah,22.45,58.8,31.35,45,67,0.27,OM,1686510234
372,mobaye,4.319,21.1786,26.39,70,97,0.18,CF,1686510234
373,kelo,9.3086,15.8066,25.92,80,84,2.27,TD,1686510234
374,st. john's,47.5649,-52.7093,7.38,94,100,9.26,CA,1686510234
375,tamanrasset,22.785,5.5228,28.95,23,40,2.06,DZ,1686510235
376,perryton,36.4,-100.8027,26.22,52,0,5.66,US,1686510235
377,yoro,15.1333,-87.1333,31.29,48,75,3.09,HN,1686510235
378,aral,40.5156,81.2636,30.17,13,0,4.08,CN,1686510235
379,tura,25.5198,90.2201,23.8,93,98,2.08,IN,1686510235
380,kuruman,-27.4524,23.4325,15.0,22,3,2.95,ZA,1686510035
381,holualoa,19.6228,-155.9522,24.91,85,0,4.12,US,1686510236
382,qui nhon,13.7667,109.2333,29.08,71,100,4.72,VN,1686509987
383,linden,6.0,-58.3,29.86,72,57,1.5,GY,1686510236
384,nanaimo,49.1663,-123.936,23.38,69,20,10.8,CA,1686510091
385,vodnyy,63.5046,53.4095,4.31,63,100,2.6,RU,1686510236
386,luanco,43.6152,-5.7934,22.48,91,97,2.88,ES,1686510236
387,porto novo,6.4965,2.6036,26.9,81,100,2.9,BJ,1686510237
388,puerto armuelles,8.2833,-82.8667,30.99,88,100,2.24,PA,1686510237
389,tres arroyos,-38.3739,-60.2798,10.15,26,0,6.1,AR,1686510237
390,sumbawa besar,-8.5,117.4333,22.34,84,100,2.22,ID,1686510237
391,buenavista,8.9769,125.4089,24.57,92,99,1.69,PH,1686510237
392,yemetsk,63.4721,41.7941,8.54,71,93,2.14,RU,1686510237
393,ekpoma,6.7421,6.139,21.62,97,100,2.69,NG,1686510237
394,miraflores de la sierra,40.8155,-3.7621,22.34,70,20,2.56,ES,1686510238
395,port augusta,-32.5,137.7667,10.4,56,0,4.49,AU,1686510238
396,fallon,39.4735,-118.7774,22.73,52,75,2.57,US,1686510238
397,ghat,24.9647,10.1728,32.21,24,100,9.59,LY,1686510238
398,wronki,52.7105,16.3804,20.3,55,0,3.23,PL,1686510238
399,strasburg,48.5834,7.743,28.01,30,0,5.66,FR,1686510232
400,fortuna,40.5982,-124.1573,17.03,90,75,4.63,US,1686510238
401,nizhnyaya poyma,56.1622,97.1933,7.85,60,100,1.63,RU,1686510239
402,martapura,-3.4167,114.85,25.05,100,20,0.51,ID,1686510036
403,atafu village,-8.5421,-172.5159,28.85,75,100,6.9,TK,1686510239
404,berezovyy,51.6667,135.7,11.62,95,8,1.61,RU,1686510239
405,parauapebas,-6.0675,-49.9022,31.99,61,40,2.06,BR,1686510075
406,yeed,4.55,43.0333,28.55,53,100,8.38,SO,1686510239
407,al kharj,24.155,47.3346,38.32,10,53,3.91,SA,1686510239
408,guarapari,-20.6667,-40.4975,28.83,76,27,4.15,BR,1686510240
409,ahoada,5.074,6.6535,28.14,89,96,2.16,NG,1686510240
410,sweetwater,25.7634,-80.3731,32.79,71,75,4.63,US,1686510240
411,nam som,17.7704,102.1895,25.84,88,66,0.9,TH,1686510240
412,tughyl,47.7252,84.2063,16.17,70,0,7.57,KZ,1686510240
413,rawson,-43.3002,-65.1023,10.11,48,9,8.08,AR,1686510240
414,carutapera,-1.195,-46.02,27.13,86,30,3.65,BR,1686510240
415,mejit,10.2753,170.8646,27.61,82,32,7.19,MH,1686510241
416,makokou,0.5738,12.8642,21.91,97,100,1.14,GA,1686510241
417,norderney,53.7,7.15,25.01,78,92,7.22,DE,1686510241
418,kamiiso,41.8167,140.65,15.02,96,100,1.58,JP,1686510241
419,auki,-8.7676,160.7034,25.23,87,51,1.57,SB,1686510241
420,palembang,-2.9167,104.7458,27.05,94,10,2.06,ID,1686510241
421,codajas,-3.8367,-62.0569,27.82,92,100,0.8,BR,1686510242
422,nemuro,43.3236,145.575,11.63,99,100,4.28,JP,1686510242
423,colares,38.7992,-9.4469,22.55,83,20,5.81,PT,1686510188
424,gracemere,-23.4333,150.45,16.95,82,41,3.09,AU,1686510242
425,nogliki,51.8333,143.1667,8.21,99,100,0.77,RU,1686510243
426,chui,-33.6971,-53.4616,13.24,40,50,4.2,UY,1686510243
427,papao,-17.75,-149.55,26.82,72,99,8.49,PF,1686510243
428,dhi as sufal,13.8345,44.1147,21.97,68,50,2.29,YE,1686510243
429,hadibu,12.65,54.0333,28.18,78,99,7.33,YE,1686510243
430,kavaratti,10.5669,72.642,29.67,77,100,9.55,IN,1686510244
431,koh kong,11.6175,102.9806,25.92,90,100,1.75,KH,1686510244
432,kirkland lake,48.1446,-80.0377,7.16,93,94,2.57,CA,1686510244
433,kenai,60.5544,-151.2583,11.19,55,100,10.29,US,1686510244
434,paka,4.6374,103.4368,23.96,94,74,0.51,MY,1686510244
435,jolo,6.05,121.0167,25.99,90,100,1.84,PH,1686510245
436,alice springs,-23.7,133.8833,11.79,74,75,0.51,AU,1686510245
437,prince george,53.9166,-122.753,22.92,37,0,2.06,CA,1686510015
438,ulaangom,49.9811,92.0667,18.85,72,100,2.86,MN,1686510245
439,granada,37.25,-3.25,23.97,50,8,3.27,ES,1686510245
440,dudinka,69.4058,86.1778,9.79,50,100,6.9,RU,1686510245
441,kalengwa,-13.4659,25.0027,16.77,43,3,1.41,ZM,1686510246
442,port blair,11.6667,92.75,26.02,89,75,1.03,IN,1686510107
443,artigas,-30.4,-56.4667,12.22,40,0,5.48,UY,1686509966
444,halifax,44.6453,-63.5724,21.92,57,100,5.66,CA,1686510224
445,undurkhaan,47.3194,110.6556,13.19,66,13,0.59,MN,1686510246
446,abha,18.2164,42.5053,20.9,56,20,2.06,SA,1686510155
447,magadan,59.5667,150.8,7.43,96,98,1.64,RU,1686510247
448,cuajinicuilapa,16.4667,-98.4167,36.35,40,61,5.26,MX,1686510153
449,mata-utu,-13.2816,-176.1745,28.35,77,57,7.99,WF,1686510247
450,pitimbu,-7.4706,-34.8086,25.33,85,41,5.37,BR,1686510248
451,anuppur,23.1,81.6833,32.78,24,100,0.81,IN,1686510248
452,kasongo-lunda,-6.4667,16.8167,23.61,80,100,1.13,CD,1686510142
453,machado,-21.6747,-45.9197,23.76,52,2,1.97,BR,1686510248
454,gole,52.1665,20.4937,19.5,64,0,3.24,PL,1686510248
455,talnakh,69.4865,88.3972,9.56,62,100,4.82,RU,1686510248
456,dawei,14.0833,98.2,24.18,95,100,1.22,MM,1686510248
457,motygino,58.1831,94.7592,6.74,65,0,1.75,RU,1686510249
458,east falmouth,41.5784,-70.5586,25.23,60,0,5.14,US,1686510249
459,dakhla,23.6848,-15.958,24.01,73,0,8.75,EH,1686510249
460,jinchang,38.4953,102.1739,20.3,39,99,1.46,CN,1686510249
461,yerofey pavlovich,53.9667,121.9667,13.98,69,100,1.38,RU,1686510249
462,galich,58.3797,42.3475,6.73,71,7,1.36,RU,1686510249
463,carauari,-4.8828,-66.8958,28.87,86,55,0.7,BR,1686510175
464,pizarro,4.9533,-77.366,28.22,76,60,2.94,CO,1686510250
465,bayji,34.9311,43.487,34.19,19,0,2.01,IQ,1686510250
466,howard springs,-12.497,131.047,20.95,71,5,2.07,AU,1686510250
467,talavera de la reina,39.9635,-4.8308,24.61,42,1,4.71,ES,1686510250
468,xilin hot,43.9667,116.0333,10.87,72,37,1.78,CN,1686510250
469,ghogha,21.6833,72.2833,30.08,74,99,11.02,IN,1686510250
470,manda,-10.4667,34.5833,24.5,64,95,2.52,TZ,1686510251
471,jingmen,31.0336,112.2047,22.49,92,100,1.63,CN,1686510042
472,choibalsan,48.0667,114.5,14.9,50,0,2.36,MN,1686510251
473,anjozorobe,-18.4,47.8667,14.65,65,81,1.13,MG,1686510251
474,northam,51.0333,-4.2167,18.67,85,47,3.11,GB,1686510251
475,nagqu,31.5,92.0,3.02,80,13,2.17,CN,1686510251
476,baturaja,-4.1333,104.1667,23.1,96,13,1.16,ID,1686510251
477,almeirim,-1.5233,-52.5817,29.88,65,87,1.89,BR,1686510252
478,shibetsu,43.659,145.132,13.0,97,100,4.18,JP,1686510252
479,happy valley-goose bay,53.3168,-60.3315,17.17,55,75,5.66,CA,1686510252
480,kamikawa,43.84,142.7711,13.42,84,55,2.07,JP,1686510252
481,yamba,-5.9,22.3,24.83,47,49,1.15,CD,1686510253
482,tuba city,36.135,-111.2399,25.54,9,66,11.23,US,1686510253
483,shendi,16.6915,33.4341,34.17,35,88,6.17,SD,1686510253
484,xining,36.6167,101.7667,11.12,79,100,1.31,CN,1686510012
485,peace river,56.2501,-117.286,22.17,40,75,2.06,CA,1686510253
486,roma,43.2128,-75.4557,28.86,47,75,0.45,US,1686510253
487,luga,58.7372,29.8453,10.84,54,6,1.69,RU,1686510254
488,murshidabad,24.1833,88.2667,27.85,71,100,2.94,IN,1686510254
489,paracuru,-3.41,-39.0306,27.84,68,5,5.75,BR,1686510105
490,howrah,22.5892,88.3103,27.0,83,75,2.06,IN,1686510094
491,dhidhdhoo,6.8833,73.1,28.9,79,99,8.53,MV,1686510254
492,raduzhny,62.0961,77.475,9.83,85,100,4.67,RU,1686510254
493,bayanhongor,46.7167,100.1167,14.02,57,94,1.35,MN,1686510255
494,mirny,62.5353,113.9611,7.91,65,10,4.92,RU,1686510255
495,acarau,-2.8856,-40.12,28.35,73,8,7.43,BR,1686510065
496,virginia,37.5481,-77.4467,31.96,39,40,5.66,US,1686509977
497,kalmunai,7.4167,81.8167,27.67,80,95,2.86,LK,1686510255
498,cavelossim,15.1726,73.9419,26.99,81,44,4.41,IN,1686510255
499,battle ground,45.7809,-122.5334,24.23,61,7,1.34,US,1686510256
500,mount pearl,47.5166,-52.7813,6.92,95,100,9.26,CA,1686510140
501,santa marta,11.2408,-74.199,34.03,62,40,3.6,CO,1686509975
502,cruzeiro do sul,-29.5128,-51.9853,15.27,79,71,2.1,BR,1686510218
503,pollock pines,38.7613,-120.5866,22.19,55,0,2.68,US,1686510256
504,mossel bay,-34.1831,22.146,11.96,66,100,2.43,ZA,1686510256
505,sao gabriel da cachoeira,-0.1303,-67.0892,28.89,89,75,3.09,BR,1686510256
506,minas de marcona,-15.2119,-75.1103,16.65,62,6,8.87,PE,1686510257
507,barra do bugres,-15.0725,-57.1811,34.56,32,4,1.37,BR,1686510257
508,garachico,28.7781,-17.7646,22.49,83,20,1.54,ES,1686510257
509,fada,9.5667,8.3,20.97,98,100,0.88,NG,1686510257
510,pattani,6.75,100.4167,24.84,88,100,0.93,TH,1686510257
511,saint-francois,46.4154,3.9054,19.69,73,93,1.54,FR,1686510257
512,khovd,48.0056,91.6419,21.65,40,1,1.01,MN,1686510258
513,mil'kovo,55.6078,37.7956,13.27,63,92,4.3,RU,1686510258
514,dolores,-36.3132,-57.6792,9.6,48,0,5.26,AR,1686510258
515,south boston,42.3334,-71.0495,29.14,46,75,8.23,US,1686510258
516,pampierstad,-27.7832,24.6877,13.75,24,1,3.46,ZA,1686510258
517,el granada,37.5027,-122.4694,24.13,76,100,4.12,US,1686510259
518,gbadolite,4.2833,21.0167,26.23,70,93,0.08,CD,1686510259
519,kerikeri,-35.2268,173.9474,6.62,94,10,1.62,NZ,1686510259
520,videle,44.2781,25.5244,17.0,83,35,3.95,RO,1686510259
521,daru,-9.0763,143.2092,25.33,88,100,7.24,PG,1686510259
522,airuk,7.2772,168.8203,28.23,79,100,9.09,MH,1686510259
523,tazovsky,67.4667,78.7,8.05,97,100,2.65,RU,1686510260
524,sri dungargarh,28.0833,74.0167,36.38,27,1,5.11,IN,1686510260
525,as sulayyil,20.4607,45.5779,37.14,10,19,3.43,SA,1686510138
526,juan griego,11.0817,-63.9655,29.07,84,100,7.2,VE,1686510260
527,hilo,19.7297,-155.09,24.58,84,100,2.06,US,1686510208
528,konarka,19.9,86.1167,30.22,81,59,6.03,IN,1686510260
529,san antonio de pale,-1.4014,5.6325,24.94,85,86,4.56,GQ,1686510260
530,dubbo,-32.25,148.6167,4.07,93,100,4.12,AU,1686510261
531,yabelo,4.8833,38.0833,17.16,71,100,2.18,ET,1686510261
532,kelso,46.1468,-122.9084,23.6,65,75,5.14,US,1686510261
533,zima,53.9202,102.0442,12.61,92,100,2.83,RU,1686510261
534,sierra vista,31.5545,-110.3037,29.34,12,20,11.32,US,1686510261
535,sao vicente,-23.9631,-46.3919,33.98,24,0,1.34,BR,1686510261
536,balsas,-7.5325,-46.0356,34.31,32,33,2.59,BR,1686510261
537,bulgan,48.8125,103.5347,15.87,64,100,1.3,MN,1686510262
538,grand falls-windsor,48.9332,-55.6649,8.06,94,100,4.02,CA,1686510169
539,gisborne,-38.6533,178.0042,11.13,78,69,5.95,NZ,1686510100
540,susuman,62.7833,148.1667,15.18,53,19,1.27,RU,1686510262
541,san justo,-30.7891,-60.5919,12.77,38,0,3.58,AR,1686510262
542,ivdel',60.6911,60.4206,5.27,65,12,4.44,RU,1686510262
543,noosa heads,-26.3833,153.15,16.3,99,99,3.22,AU,1686510263
544,fort mcmurray,56.7268,-111.381,23.77,53,0,3.09,CA,1686510263
545,adrar,20.5022,-10.0711,36.05,13,13,4.99,MR,1686510263
546,dzuunmod,48.2199,97.3744,16.09,44,100,2.98,MN,1686510263
547,mosjoen,65.836,13.1908,12.29,82,75,2.24,NO,1686510263
548,smithers,54.7804,-127.1743,18.18,42,20,3.6,CA,1686510264
549,zuwarah,32.9312,12.082,21.97,85,0,5.22,LY,1686510264
550,cajamarca,-7.1638,-78.5003,23.04,33,40,2.06,PE,1686509787
551,aljustrel,37.8776,-8.1652,25.93,52,100,5.37,PT,1686510264
552,manokwari,-0.8667,134.0833,25.65,83,100,1.71,ID,1686510264
553,ouallam,14.3188,2.0866,35.38,34,12,2.83,NE,1686510264
554,belel,7.05,14.4333,17.37,93,100,0.88,CM,1686510265
555,la libertad,-2.2333,-80.9,28.81,74,20,5.66,EC,1686510265
556,asbe teferi,9.0833,40.8667,18.11,73,88,2.53,ET,1686510265
557,swan hill,-35.3378,143.5544,8.83,73,100,3.22,AU,1686510248
558,okha,53.5739,142.9478,5.19,93,98,1.91,RU,1686510265
559,kuqa,41.7278,82.9364,28.77,17,22,1.8,CN,1686510265
560,felege neway,6.3,36.8833,17.35,93,100,1.27,ET,1686510265
561,bardai,11.65,7.2333,27.64,58,76,2.72,NG,1686510266
562,sebastopol,44.6,33.5333,18.33,61,6,0.89,UA,1686510266
563,chilecito,-29.1619,-67.4974,9.39,35,0,3.6,AR,1686510074
564,zaio,34.9428,-2.7329,25.9,48,3,2.48,MA,1686510266
565,gebeit,21.0667,36.3167,34.43,18,37,2.6,SD,1686510266
566,sudak,44.85,34.9667,18.32,91,48,2.99,UA,1686510266
567,graaff-reinet,-32.2522,24.5308,16.07,29,6,3.91,ZA,1686510266
568,uddevalla,58.3478,11.9424,18.14,53,0,1.12,SE,1686510267
569,barra de santo antonio,-9.4047,-35.5072,27.6,79,6,3.88,BR,1686510111
570,ancud,-41.8697,-73.8203,8.42,74,50,0.81,CL,1686509975
571,shenjiamen,29.9576,122.298,21.26,97,100,2.17,CN,1686510267
572,pavlodol'skaya,43.7192,44.4781,19.9,88,85,3.04,RU,1686510267
573,sorong,-0.8833,131.25,25.14,84,100,2.2,ID,1686510267
574,arbelaez,4.2725,-74.4151,24.73,66,41,1.96,CO,1686510267
575,forked river,39.8398,-74.1901,32.19,59,100,1.79,US,1686510268
576,waddan,29.1614,16.139,38.03,13,3,4.81,LY,1686510268
577,bocanda,7.0626,-4.4995,23.2,94,100,2.28,CI,1686510268
578,imperatriz,-5.5264,-47.4917,31.03,74,40,2.57,BR,1686510268
579,ak-dovurak,51.1833,90.6,15.57,80,100,0.55,RU,1686510268
580,sake,-1.5736,29.045,17.56,92,93,0.17,CD,1686510268
581,kutna hora,49.9484,15.2682,21.77,43,0,4.63,CZ,1686510269
582,tuy hoa,13.0833,109.3,28.07,70,100,6.19,VN,1686510269
